event_id,timestamp,hostname,user_account,process_name,event_type,file_modified,network_connection,event_severity,raw_message
10238,2025-09-27 15:06:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,NaN,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading
10253,2025-09-27 15:09:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,NaN,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading
10239,2025-09-27 15:10:00,WORKSTATION-009,SYSTEM,svchost32.exe,process_creation,NaN,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading
10263,2025-09-27 15:13:00,WORKSTATION-010,SYSTEM,svchost32.exe,process_creation,NaN,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading
10264,2025-09-27 15:14:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,NaN,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading
10279,2025-09-27 15:15:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_18.locked,NaN,Critical,File encryption: encrypt_v2.exe
10269,2025-09-27 15:15:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_38.locked,NaN,Critical,File encryption: encrypt_v2.exe
10247,2025-09-27 15:15:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,NaN,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading
10283,2025-09-27 15:17:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_19.locked,NaN,Critical,File encryption: encrypt_v2.exe
10290,2025-09-27 15:17:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_28.locked,NaN,Critical,File encryption: encrypt_v2.exe
10292,2025-09-27 15:18:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_6.locked,NaN,Critical,File encryption: encrypt_v2.exe
10276,2025-09-27 15:18:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_15.locked,NaN,Critical,File encryption: encrypt_v2.exe
10285,2025-09-27 15:19:00,WORKSTATION-006,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_46.locked,NaN,Critical,File encryption: encrypt_v2.exe
10286,2025-09-27 15:19:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_25.locked,NaN,Critical,File encryption: encrypt_v2.exe
10274,2025-09-27 15:19:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_47.locked,NaN,Critical,File encryption: encrypt_v2.exe
10298,2025-09-27 15:20:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_18.locked,NaN,Critical,File encryption: encrypt_v2.exe
10265,2025-09-27 15:22:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_45.locked,NaN,Critical,File encryption: encrypt_v2.exe
10299,2025-09-27 15:23:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_10.locked,NaN,Critical,File encryption: encrypt_v2.exe
10295,2025-09-27 15:24:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_25.locked,NaN,Critical,File encryption: encrypt_v2.exe
10271,2025-09-27 15:24:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_37.locked,NaN,Critical,File encryption: encrypt_v2.exe
10273,2025-09-27 15:25:00,WORKSTATION-006,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_49.locked,NaN,Critical,File encryption: encrypt_v2.exe
10277,2025-09-27 15:25:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_50.locked,NaN,Critical,File encryption: encrypt_v2.exe
10287,2025-09-27 15:26:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_6.locked,NaN,Critical,File encryption: encrypt_v2.exe
10266,2025-09-27 15:30:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_3.locked,NaN,Critical,File encryption: encrypt_v2.exe
10280,2025-09-27 15:30:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_23.locked,NaN,Critical,File encryption: encrypt_v2.exe
10275,2025-09-27 15:31:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_23.locked,NaN,Critical,File encryption: encrypt_v2.exe
10297,2025-09-27 15:31:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_44.locked,NaN,Critical,File encryption: encrypt_v2.exe
10293,2025-09-27 15:32:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_39.locked,NaN,Critical,File encryption: encrypt_v2.exe
10291,2025-09-27 15:32:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_33.locked,NaN,Critical,File encryption: encrypt_v2.exe
10272,2025-09-27 15:33:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_44.locked,NaN,Critical,File encryption: encrypt_v2.exe
10268,2025-09-27 15:36:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_12.locked,NaN,Critical,File encryption: encrypt_v2.exe
10267,2025-09-27 15:36:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_35.locked,NaN,Critical,File encryption: encrypt_v2.exe
10282,2025-09-27 15:36:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_43.locked,NaN,Critical,File encryption: encrypt_v2.exe
10284,2025-09-27 15:37:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_6.locked,NaN,Critical,File encryption: encrypt_v2.exe
10296,2025-09-27 15:38:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_16.locked,NaN,Critical,File encryption: encrypt_v2.exe
10289,2025-09-27 15:39:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_7.locked,NaN,Critical,File encryption: encrypt_v2.exe
10270,2025-09-27 15:39:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_26.locked,NaN,Critical,File encryption: encrypt_v2.exe
10294,2025-09-27 15:40:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_25.locked,NaN,Critical,File encryption: encrypt_v2.exe
10281,2025-09-27 15:45:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_28.locked,NaN,Critical,File encryption: encrypt_v2.exe
10278,2025-09-27 15:45:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_26.locked,NaN,Critical,File encryption: encrypt_v2.exe
10288,2025-09-27 15:45:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_29.locked,NaN,Critical,File encryption: encrypt_v2.exe
10141,2025-09-27 16:43:15,WORKSTATION-007,akumar,outlook.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-001
10088,2025-09-27 17:03:25,WORKSTATION-010,akumar,outlook.exe,file_modification,C:\Users\report_56.docx,192.168.1.16,Low,Normal activity on WORKSTATION-003
10004,2025-09-27 17:25:06,WORKSTATION-004,jsmith,chrome.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-003
10151,2025-09-27 17:29:25,WORKSTATION-006,mjones,excel.exe,network_connection,C:\Users\report_50.docx,NaN,Low,Normal activity on WORKSTATION-008
10094,2025-09-27 17:32:08,WORKSTATION-010,mjones,chrome.exe,process_creation,NaN,NaN,Low,Normal activity on WORKSTATION-003
10113,2025-09-27 17:37:23,WORKSTATION-005,mjones,explorer.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-006
10201,2025-09-27 18:15:46,WORKSTATION-008,NaN,excel.exe,file_modification,C:\Users\report_99.docx,NaN,Medium,Normal activity on WORKSTATION-007
10043,2025-09-27 18:24:05,WORKSTATION-008,akumar,word.exe,file_modification,C:\Users\report_50.docx,NaN,Low,Normal activity on WORKSTATION-003
10197,2025-09-27 18:43:50,WORKSTATION-009,akumar,outlook.exe,file_access,C:\Users\report_15.docx,NaN,Medium,Normal activity on WORKSTATION-009
10130,2025-09-27 18:49:13,WORKSTATION-009,jsmith,chrome.exe,network_connection,C:\Users\report_68.docx,NaN,Low,Normal activity on WORKSTATION-006
10187,2025-09-27 19:24:38,WORKSTATION-003,NaN,word.exe,file_modification,NaN,192.168.1.40,Low,Normal activity on WORKSTATION-004
10019,2025-09-27 19:43:42,WORKSTATION-004,akumar,excel.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-002
10009,2025-09-27 19:44:31,WORKSTATION-003,akumar,excel.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-009
10105,2025-09-27 19:45:08,WORKSTATION-001,mjones,chrome.exe,process_creation,NaN,NaN,Low,Normal activity on WORKSTATION-007
10028,2025-09-27 20:38:21,WORKSTATION-005,jsmith,word.exe,file_modification,NaN,NaN,Medium,Normal activity on WORKSTATION-006
10155,2025-09-27 20:56:54,WORKSTATION-010,mjones,explorer.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-006
10014,2025-09-27 21:45:43,WORKSTATION-005,akumar,excel.exe,file_modification,C:\Users\report_97.docx,NaN,Low,Normal activity on WORKSTATION-005
10137,2025-09-27 21:46:37,WORKSTATION-008,NaN,outlook.exe,file_modification,C:\Users\report_79.docx,NaN,Medium,Normal activity on WORKSTATION-008
10076,2025-09-27 22:21:28,WORKSTATION-010,mjones,explorer.exe,network_connection,NaN,NaN,Medium,Normal activity on WORKSTATION-002
10171,2025-09-27 22:39:41,WORKSTATION-003,akumar,excel.exe,network_connection,C:\Users\report_64.docx,NaN,Low,Normal activity on WORKSTATION-009
10025,2025-09-27 23:11:12,WORKSTATION-006,mjones,chrome.exe,process_creation,NaN,192.168.1.14,Low,Normal activity on WORKSTATION-008
10070,2025-09-27 23:18:55,WORKSTATION-004,jsmith,chrome.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-007
10034,2025-09-27 23:50:54,WORKSTATION-004,mjones,outlook.exe,process_creation,C:\Users\report_30.docx,NaN,Medium,Normal activity on WORKSTATION-004
10054,2025-09-28 00:45:11,WORKSTATION-004,akumar,chrome.exe,file_modification,NaN,NaN,Medium,Normal activity on WORKSTATION-004
10036,2025-09-28 01:15:37,WORKSTATION-003,mjones,explorer.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-007
10061,2025-09-28 01:48:31,WORKSTATION-009,NaN,chrome.exe,file_access,NaN,NaN,Medium,Normal activity on WORKSTATION-004
10188,2025-09-28 02:12:29,WORKSTATION-006,jsmith,explorer.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-003
10120,2025-09-28 02:17:18,WORKSTATION-006,mjones,excel.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-009
10077,2025-09-28 03:45:28,WORKSTATION-007,mjones,excel.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-002
10191,2025-09-28 03:47:23,WORKSTATION-003,akumar,outlook.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-010
10169,2025-09-28 04:19:28,WORKSTATION-007,mjones,word.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-008
10154,2025-09-28 04:35:10,WORKSTATION-010,mjones,explorer.exe,file_access,NaN,NaN,Medium,Normal activity on WORKSTATION-003
10114,2025-09-28 05:07:56,WORKSTATION-002,akumar,chrome.exe,network_connection,C:\Users\report_99.docx,192.168.1.49,Medium,Normal activity on WORKSTATION-009
10139,2025-09-28 05:39:12,WORKSTATION-009,jsmith,chrome.exe,file_modification,C:\Users\report_7.docx,NaN,Low,Normal activity on WORKSTATION-009
10175,2025-09-28 06:05:29,WORKSTATION-006,mjones,word.exe,process_creation,C:\Users\report_26.docx,NaN,Low,Normal activity on WORKSTATION-009
10200,2025-09-28 06:09:57,WORKSTATION-005,akumar,chrome.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-009
10078,2025-09-28 06:27:56,WORKSTATION-009,jsmith,word.exe,network_connection,NaN,NaN,Low,Normal activity on WORKSTATION-010
10167,2025-09-28 06:55:02,WORKSTATION-010,mjones,word.exe,process_creation,NaN,NaN,Low,Normal activity on WORKSTATION-007
10053,2025-09-28 07:05:55,WORKSTATION-005,mjones,explorer.exe,file_access,C:\Users\report_45.docx,NaN,Low,Normal activity on WORKSTATION-001
10086,2025-09-28 07:46:51,WORKSTATION-002,mjones,explorer.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-002
10108,2025-09-28 07:53:58,WORKSTATION-002,mjones,word.exe,file_modification,NaN,NaN,Medium,Normal activity on WORKSTATION-010
10199,2025-09-28 07:58:10,WORKSTATION-001,akumar,excel.exe,network_connection,NaN,NaN,Medium,Normal activity on WORKSTATION-005
10149,2025-09-28 08:39:59,WORKSTATION-008,jsmith,explorer.exe,network_connection,NaN,NaN,Low,Normal activity on WORKSTATION-001
10097,2025-09-28 08:48:05,WORKSTATION-002,jsmith,excel.exe,process_creation,NaN,NaN,Low,Normal activity on WORKSTATION-009
10135,2025-09-28 09:27:16,WORKSTATION-004,jsmith,chrome.exe,file_access,NaN,NaN,Medium,Normal activity on WORKSTATION-009
10145,2025-09-28 09:56:53,WORKSTATION-010,akumar,word.exe,file_modification,C:\Users\report_38.docx,NaN,Medium,Normal activity on WORKSTATION-006
10074,2025-09-28 09:58:17,WORKSTATION-009,jsmith,word.exe,file_access,C:\Users\report_95.docx,NaN,Low,Normal activity on WORKSTATION-001
10083,2025-09-28 10:14:10,WORKSTATION-005,mjones,outlook.exe,network_connection,C:\Users\report_58.docx,NaN,Low,Normal activity on WORKSTATION-006
10140,2025-09-28 10:32:01,WORKSTATION-002,jsmith,outlook.exe,network_connection,C:\Users\report_19.docx,192.168.1.15,Low,Normal activity on WORKSTATION-008
10047,2025-09-28 10:43:47,WORKSTATION-008,mjones,excel.exe,file_access,C:\Users\report_31.docx,NaN,Low,Normal activity on WORKSTATION-009
10065,2025-09-28 10:51:05,WORKSTATION-010,jsmith,chrome.exe,process_creation,NaN,NaN,Low,Normal activity on WORKSTATION-009
10136,2025-09-28 10:55:13,WORKSTATION-001,akumar,chrome.exe,network_connection,NaN,NaN,Medium,Normal activity on WORKSTATION-010
10023,2025-09-28 11:05:15,WORKSTATION-003,akumar,explorer.exe,file_modification,NaN,NaN,Low,Normal activity on WORKSTATION-007
10046,2025-09-28 11:41:50,WORKSTATION-008,akumar,excel.exe,network_connection,NaN,NaN,Medium,Normal activity on WORKSTATION-005
10166,2025-09-28 12:16:14,WORKSTATION-001,jsmith,explorer.exe,file_access,C:\Users\report_99.docx,NaN,Medium,Normal activity on WORKSTATION-004
10057,2025-09-28 12:21:17,WORKSTATION-001,mjones,outlook.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-008
10007,2025-09-28 12:24:01,WORKSTATION-006,mjones,excel.exe,network_connection,NaN,NaN,Medium,Normal activity on WORKSTATION-009
10126,2025-09-28 12:50:52,WORKSTATION-008,akumar,word.exe,process_creation,C:\Users\report_81.docx,NaN,Low,Normal activity on WORKSTATION-002
10092,2025-09-28 13:08:34,WORKSTATION-005,mjones,outlook.exe,network_connection,C:\Users\report_26.docx,192.168.1.40,Low,Normal activity on WORKSTATION-004
10059,2025-09-28 13:19:16,WORKSTATION-005,jsmith,explorer.exe,process_creation,C:\Users\report_32.docx,NaN,Medium,Normal activity on WORKSTATION-010
10080,2025-09-28 13:55:06,WORKSTATION-004,mjones,word.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-008
10072,2025-09-28 14:30:27,WORKSTATION-010,jsmith,excel.exe,file_access,NaN,NaN,Low,Normal activity on WORKSTATION-003
10079,2025-09-28 14:31:13,WORKSTATION-008,jsmith,outlook.exe,file_modification,C:\Users\report_57.docx,192.168.1.41,Low,Normal activity on WORKSTATION-001
10030,2025-09-28 14:56:47,WORKSTATION-005,mjones,word.exe,network_connection,NaN,NaN,Medium,Normal activity on WORKSTATION-003
10160,2025-09-28 14:58:04,WORKSTATION-003,akumar,chrome.exe,file_access,C:\Users\report_18.docx,NaN,Low,Normal activity on WORKSTATION-001
10081,2025-09-28 15:19:56,WORKSTATION-003,akumar,outlook.exe,process_creation,NaN,NaN,Low,Normal activity on WORKSTATION-004
10110,2025-09-28 15:26:56,WORKSTATION-009,jsmith,excel.exe,network_connection,C:\Users\report_53.docx,NaN,Low,Normal activity on WORKSTATION-007
10107,2025-09-28 15:44:23,WORKSTATION-009,akumar,explorer.exe,file_access,C:\Users\report_52.docx,NaN,Low,Normal activity on WORKSTATION-008
