event_id,timestamp,hostname,user_account,process_name,event_type,file_modified,network_connection,event_severity,raw_message,hour_of_day,day_of_week,is_weekend,is_after_hours,is_external_ip,severity_encoded,event_type_encoded,is_suspicious_process,is_encrypted,is_anomaly,anomaly_score
10068,2025-09-27 13:31:58,WORKSTATION-010,jsmith,chrome.exe,file_access,,,Medium,Normal activity on WORKSTATION-010,13,Saturday,1,0,1,3,0,0,0,0,-0.48817757816667096
10104,2025-09-27 13:36:08,WORKSTATION-004,jsmith,word.exe,file_access,,192.168.1.18,Medium,Normal activity on WORKSTATION-005,13,Saturday,1,0,0,3,0,0,0,1,-0.5719493562599386
10178,2025-09-27 13:42:01,WORKSTATION-001,akumar,explorer.exe,network_connection,,,Medium,Normal activity on WORKSTATION-001,13,Saturday,1,0,1,3,2,0,0,0,-0.48817757816667096
10134,2025-09-27 14:10:53,WORKSTATION-009,akumar,excel.exe,process_creation,,,Low,Normal activity on WORKSTATION-006,14,Saturday,1,0,1,2,3,0,0,0,-0.4627042571069252
10163,2025-09-27 14:11:05,WORKSTATION-009,jsmith,chrome.exe,network_connection,,192.168.1.17,Medium,Normal activity on WORKSTATION-003,14,Saturday,1,0,0,3,2,0,0,1,-0.5837671380000571
10210,2025-09-27 14:15:00,WORKSTATION-023,mjones,update_office365.exe,process_creation,,45.129.33.197,Critical,Suspicious process update_office365.exe created,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10234,2025-09-27 14:22:00,WORKSTATION-001,SYSTEM,update_office365.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10233,2025-09-27 14:22:00,WORKSTATION-001,SYSTEM,update_office365.exe,network_connection,,192.168.1.24,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10214,2025-09-27 14:24:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,192.168.1.15,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10211,2025-09-27 14:25:00,WORKSTATION-008,SYSTEM,update_office365.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10231,2025-09-27 14:25:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,network_connection,,192.168.1.44,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10216,2025-09-27 14:26:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10225,2025-09-27 14:26:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,192.168.1.24,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10219,2025-09-27 14:29:00,WORKSTATION-001,SYSTEM,update_office365.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10212,2025-09-27 14:29:00,WORKSTATION-003,SYSTEM,svchost32.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10228,2025-09-27 14:30:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10235,2025-09-27 14:31:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10237,2025-09-27 14:33:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10215,2025-09-27 14:34:00,WORKSTATION-002,SYSTEM,encrypt_v2.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10224,2025-09-27 14:34:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,network_connection,,192.168.1.30,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10229,2025-09-27 14:35:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,network_connection,,192.168.1.41,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10222,2025-09-27 14:37:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,192.168.1.44,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10213,2025-09-27 14:37:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10227,2025-09-27 14:38:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,192.168.1.22,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10217,2025-09-27 14:39:00,WORKSTATION-023,SYSTEM,update_office365.exe,network_connection,,192.168.1.47,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10236,2025-09-27 14:39:00,WORKSTATION-008,SYSTEM,update_office365.exe,network_connection,,192.168.1.45,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10223,2025-09-27 14:40:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,192.168.1.41,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10232,2025-09-27 14:40:00,WORKSTATION-009,SYSTEM,update_office365.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10221,2025-09-27 14:42:00,WORKSTATION-004,SYSTEM,svchost32.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10218,2025-09-27 14:43:00,WORKSTATION-004,SYSTEM,svchost32.exe,network_connection,,192.168.1.31,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10220,2025-09-27 14:43:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10230,2025-09-27 14:43:00,WORKSTATION-008,SYSTEM,svchost32.exe,network_connection,,192.168.1.32,High,Network scanning detected,14,Saturday,1,0,0,1,2,1,0,0,-0.5673079758095921
10226,2025-09-27 14:43:00,WORKSTATION-023,SYSTEM,svchost32.exe,network_connection,,45.129.33.197,High,Network scanning detected,14,Saturday,1,0,1,1,2,1,0,0,-0.5315007487589923
10258,2025-09-27 14:45:00,WORKSTATION-006,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10257,2025-09-27 14:46:00,WORKSTATION-006,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10254,2025-09-27 14:47:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10246,2025-09-27 14:47:00,WORKSTATION-005,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10240,2025-09-27 14:48:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10259,2025-09-27 14:50:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10242,2025-09-27 14:52:00,WORKSTATION-009,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10249,2025-09-27 14:52:00,WORKSTATION-006,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10250,2025-09-27 14:52:00,WORKSTATION-005,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10244,2025-09-27 14:53:00,WORKSTATION-005,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10245,2025-09-27 14:53:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10255,2025-09-27 14:57:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10248,2025-09-27 14:59:00,WORKSTATION-010,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,14,Saturday,1,0,1,0,3,1,0,0,-0.5315123056104324
10260,2025-09-27 15:00:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10241,2025-09-27 15:01:00,WORKSTATION-009,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10256,2025-09-27 15:02:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10262,2025-09-27 15:03:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10243,2025-09-27 15:04:00,WORKSTATION-010,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10261,2025-09-27 15:05:00,WORKSTATION-005,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10252,2025-09-27 15:05:00,WORKSTATION-006,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10251,2025-09-27 15:06:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10238,2025-09-27 15:06:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10253,2025-09-27 15:09:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10239,2025-09-27 15:10:00,WORKSTATION-009,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10263,2025-09-27 15:13:00,WORKSTATION-010,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10264,2025-09-27 15:14:00,WORKSTATION-023,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10279,2025-09-27 15:15:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_18.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10269,2025-09-27 15:15:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_38.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10247,2025-09-27 15:15:00,WORKSTATION-001,SYSTEM,svchost32.exe,process_creation,,45.129.33.197,Critical,Lateral movement: svchost32.exe spreading,15,Saturday,1,0,1,0,3,1,0,0,-0.5360502009181932
10283,2025-09-27 15:17:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_19.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10290,2025-09-27 15:17:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_28.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10292,2025-09-27 15:18:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_6.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10276,2025-09-27 15:18:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_15.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10285,2025-09-27 15:19:00,WORKSTATION-006,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_46.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10286,2025-09-27 15:19:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_25.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10274,2025-09-27 15:19:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_47.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10298,2025-09-27 15:20:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_18.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10265,2025-09-27 15:22:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_45.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10299,2025-09-27 15:23:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_10.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10295,2025-09-27 15:24:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_25.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10271,2025-09-27 15:24:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_37.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10273,2025-09-27 15:25:00,WORKSTATION-006,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_49.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10277,2025-09-27 15:25:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_50.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10287,2025-09-27 15:26:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_6.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10266,2025-09-27 15:30:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_3.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10280,2025-09-27 15:30:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_23.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10275,2025-09-27 15:31:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_23.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10297,2025-09-27 15:31:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_44.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10293,2025-09-27 15:32:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_39.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10291,2025-09-27 15:32:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_33.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10272,2025-09-27 15:33:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_44.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10268,2025-09-27 15:36:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_12.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10267,2025-09-27 15:36:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_35.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10282,2025-09-27 15:36:00,WORKSTATION-001,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_43.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10284,2025-09-27 15:37:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\jsmith\report_6.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10296,2025-09-27 15:38:00,WORKSTATION-010,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_16.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10289,2025-09-27 15:39:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_7.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10270,2025-09-27 15:39:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_26.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10294,2025-09-27 15:40:00,WORKSTATION-023,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_25.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10281,2025-09-27 15:45:00,WORKSTATION-009,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_28.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10278,2025-09-27 15:45:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\akumar\report_26.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10288,2025-09-27 15:45:00,WORKSTATION-005,SYSTEM,encrypt_v2.exe,file_modification,C:\Users\mjones\report_29.locked,,Critical,File encryption: encrypt_v2.exe,15,Saturday,1,0,1,0,1,1,1,0,-0.5286903962616667
10141,2025-09-27 16:43:15,WORKSTATION-007,akumar,outlook.exe,file_modification,,,Low,Normal activity on WORKSTATION-001,16,Saturday,1,0,1,2,1,0,0,0,-0.4931302023146849
10088,2025-09-27 17:03:25,WORKSTATION-010,akumar,outlook.exe,file_modification,C:\Users\report_56.docx,192.168.1.16,Low,Normal activity on WORKSTATION-003,17,Saturday,1,0,0,2,1,0,0,1,-0.6022994867772892
10004,2025-09-27 17:25:06,WORKSTATION-004,jsmith,chrome.exe,file_access,,,Low,Normal activity on WORKSTATION-003,17,Saturday,1,0,1,2,0,0,0,0,-0.4858811523057247
10151,2025-09-27 17:29:25,WORKSTATION-006,mjones,excel.exe,network_connection,C:\Users\report_50.docx,,Low,Normal activity on WORKSTATION-008,17,Saturday,1,0,1,2,2,0,0,0,-0.4858811523057247
10094,2025-09-27 17:32:08,WORKSTATION-010,mjones,chrome.exe,process_creation,,,Low,Normal activity on WORKSTATION-003,17,Saturday,1,0,1,2,3,0,0,0,-0.4858811523057247
10113,2025-09-27 17:37:23,WORKSTATION-005,mjones,explorer.exe,file_modification,,,Low,Normal activity on WORKSTATION-006,17,Saturday,1,0,1,2,1,0,0,0,-0.4858811523057247
10201,2025-09-27 18:15:46,WORKSTATION-008,,excel.exe,file_modification,C:\Users\report_99.docx,,Medium,Normal activity on WORKSTATION-007,18,Saturday,1,0,1,3,1,0,0,1,-0.5718790070771644
10043,2025-09-27 18:24:05,WORKSTATION-008,akumar,word.exe,file_modification,C:\Users\report_50.docx,,Low,Normal activity on WORKSTATION-003,18,Saturday,1,0,1,2,1,0,0,0,-0.5182197290003145
10197,2025-09-27 18:43:50,WORKSTATION-009,akumar,outlook.exe,file_access,C:\Users\report_15.docx,,Medium,Normal activity on WORKSTATION-009,18,Saturday,1,0,1,3,0,0,0,1,-0.5718790070771644
10130,2025-09-27 18:49:13,WORKSTATION-009,jsmith,chrome.exe,network_connection,C:\Users\report_68.docx,,Low,Normal activity on WORKSTATION-006,18,Saturday,1,0,1,2,2,0,0,0,-0.5182197290003145
10187,2025-09-27 19:24:38,WORKSTATION-003,,word.exe,file_modification,,192.168.1.40,Low,Normal activity on WORKSTATION-004,19,Saturday,1,1,0,2,1,0,0,1,-0.6311407263567925
10019,2025-09-27 19:43:42,WORKSTATION-004,akumar,excel.exe,file_modification,,,Low,Normal activity on WORKSTATION-002,19,Saturday,1,1,1,2,1,0,0,0,-0.5340911818216426
10009,2025-09-27 19:44:31,WORKSTATION-003,akumar,excel.exe,file_access,,,Low,Normal activity on WORKSTATION-009,19,Saturday,1,1,1,2,0,0,0,0,-0.5340911818216426
10105,2025-09-27 19:45:08,WORKSTATION-001,mjones,chrome.exe,process_creation,,,Low,Normal activity on WORKSTATION-007,19,Saturday,1,1,1,2,3,0,0,0,-0.5340911818216426
10028,2025-09-27 20:38:21,WORKSTATION-005,jsmith,word.exe,file_modification,,,Medium,Normal activity on WORKSTATION-006,20,Saturday,1,1,1,3,1,0,0,1,-0.58561639416827
10155,2025-09-27 20:56:54,WORKSTATION-010,mjones,explorer.exe,file_modification,,,Low,Normal activity on WORKSTATION-006,20,Saturday,1,1,1,2,1,0,0,0,-0.5468219955224927
10014,2025-09-27 21:45:43,WORKSTATION-005,akumar,excel.exe,file_modification,C:\Users\report_97.docx,,Low,Normal activity on WORKSTATION-005,21,Saturday,1,1,1,2,1,0,0,0,-0.5561983984383698
10137,2025-09-27 21:46:37,WORKSTATION-008,,outlook.exe,file_modification,C:\Users\report_79.docx,,Medium,Normal activity on WORKSTATION-008,21,Saturday,1,1,1,3,1,0,0,1,-0.579201991561746
10076,2025-09-27 22:21:28,WORKSTATION-010,mjones,explorer.exe,network_connection,,,Medium,Normal activity on WORKSTATION-002,22,Saturday,1,1,1,3,2,0,0,1,-0.5923199729076662
10171,2025-09-27 22:39:41,WORKSTATION-003,akumar,excel.exe,network_connection,C:\Users\report_64.docx,,Low,Normal activity on WORKSTATION-009,22,Saturday,1,1,1,2,2,0,0,0,-0.5652363217195824
10025,2025-09-27 23:11:12,WORKSTATION-006,mjones,chrome.exe,process_creation,,192.168.1.14,Low,Normal activity on WORKSTATION-008,23,Saturday,1,1,0,2,3,0,0,1,-0.6482246910817133
10070,2025-09-27 23:18:55,WORKSTATION-004,jsmith,chrome.exe,file_modification,,,Low,Normal activity on WORKSTATION-007,23,Saturday,1,1,1,2,1,0,0,1,-0.5939340404523524
10034,2025-09-27 23:50:54,WORKSTATION-004,mjones,outlook.exe,process_creation,C:\Users\report_30.docx,,Medium,Normal activity on WORKSTATION-004,23,Saturday,1,1,1,3,3,0,0,1,-0.6158782951538389
10054,2025-09-28 00:45:11,WORKSTATION-004,akumar,chrome.exe,file_modification,,,Medium,Normal activity on WORKSTATION-004,0,Sunday,1,1,1,3,1,0,0,0,-0.5634429281816171
10036,2025-09-28 01:15:37,WORKSTATION-003,mjones,explorer.exe,file_access,,,Low,Normal activity on WORKSTATION-007,1,Sunday,1,1,1,2,0,0,0,0,-0.5331415392391473
10061,2025-09-28 01:48:31,WORKSTATION-009,,chrome.exe,file_access,,,Medium,Normal activity on WORKSTATION-004,1,Sunday,1,1,1,3,0,0,0,0,-0.5240765910270044
10188,2025-09-28 02:12:29,WORKSTATION-006,jsmith,explorer.exe,file_modification,,,Low,Normal activity on WORKSTATION-003,2,Sunday,1,1,1,2,1,0,0,0,-0.49370748943410425
10120,2025-09-28 02:17:18,WORKSTATION-006,mjones,excel.exe,file_modification,,,Low,Normal activity on WORKSTATION-009,2,Sunday,1,1,1,2,1,0,0,0,-0.49370748943410425
10077,2025-09-28 03:45:28,WORKSTATION-007,mjones,excel.exe,file_access,,,Low,Normal activity on WORKSTATION-002,3,Sunday,1,1,1,2,0,0,0,0,-0.46900796744413564
10191,2025-09-28 03:47:23,WORKSTATION-003,akumar,outlook.exe,file_modification,,,Low,Normal activity on WORKSTATION-010,3,Sunday,1,1,1,2,1,0,0,0,-0.46900796744413564
10169,2025-09-28 04:19:28,WORKSTATION-007,mjones,word.exe,file_access,,,Low,Normal activity on WORKSTATION-008,4,Sunday,1,1,1,2,0,0,0,0,-0.4531202470009758
10154,2025-09-28 04:35:10,WORKSTATION-010,mjones,explorer.exe,file_access,,,Medium,Normal activity on WORKSTATION-003,4,Sunday,1,1,1,3,0,0,0,0,-0.504794479428745
10114,2025-09-28 05:07:56,WORKSTATION-002,akumar,chrome.exe,network_connection,C:\Users\report_99.docx,192.168.1.49,Medium,Normal activity on WORKSTATION-009,5,Sunday,1,1,0,3,2,0,0,1,-0.6573946861564492
10139,2025-09-28 05:39:12,WORKSTATION-009,jsmith,chrome.exe,file_modification,C:\Users\report_7.docx,,Low,Normal activity on WORKSTATION-009,5,Sunday,1,1,1,2,1,0,0,0,-0.459807850361624
